"FISCAL YEAR","COUNTY NUMBER","COUNTY NAME","TAXES LEVIED ON PROPERTY","LESS: UNCOLLECTED DELINQUENT TAXES - LEVY YEAR","LESS: CREDITS TO TAXPAYERS","NET CURRENT PROPERTY TAXES","DELINQUENT PROPERTY TAX REVENUE","PENALTIES, INTEREST & COSTS ON TAXES","OTHER COUNTY TAXES/TIF TAX REVENUES","INTERGOVERNMENTAL","LICENSES & PERMITS","CHARGES FOR SERVICE","USE OF MONEY & PROPERTY","MISCELLANEOUS","SUBTOTAL REVENUES","GENERAL LONG-TERM DEBT PROCEEDS","OPERATING TRANSFERS IN","PROCEEDS OF CAPITAL ASSET SALES","TOTAL REVENUES & OTHER SOURCES","LOCATION"
"2017","89","VAN BUREN","2,384,362","1,608","183,558","2,199,196","199","32,257","432,605","3,765,571","16,041","243,418","153,410","486,816","7,329,513","0","705,136","0","8,034,649",
"2010","24","CRAWFORD","6,520,815","57,826","274,852","6,188,137","1,435","47,160","770,259","7,737,316","6,295","690,126","221,827","275,040","15,937,595","0","1,511,488","152,125","17,601,208",
"2020","6","Benton","9,401,545","0","0","9,401,545","2,310","21,027","1,255,336","10,966,128","67,783","863,941","144,155","569,049","23,291,274","0","4,270,119","71,479","27,632,872",
"2010","9","BREMER","6,691,944","0","0","6,691,944","4,450","49,598","1,237,113","5,210,397","294,016","859,769","463,511","497,152","15,307,950","0","1,799,310","200,975","17,308,235",
"2010","76","POCAHONTAS","4,283,920","0","194,180","4,089,740","2,132","28,636","465,571","4,067,477","40,771","480,530","169,995","47,678","9,392,530","0","950,000","3,325","10,345,855",
"2020","41","Hancock","5,863,045","0","273,862","5,589,183","234","13,193","808,021","5,047,472","22,519","409,695","342,502","306,105","12,538,924","0","2,475,519","0","15,014,443",
"2015","74","PALO ALTO","6,147,419","4,055","311,541","5,831,823","797","26,304","1,063,417","4,269,387","14,223","620,593","112,411","254,283","12,193,238","4,959,500","1,652,978","0","18,805,716",
"2012","93","WAYNE","3,196,867","0","141,006","3,055,861","2,592","41,645","414,081","3,682,991","5,557","437,777","33,986","93,680","7,768,170","0","646,692","21,528","8,436,390",
"2011","21","CLAY","6,475,654","0","250,449","6,225,205","382","37,288","1,029,632","5,042,713","25,328","513,105","292,372","427,299","13,593,324","0","1,939,621","1,235","15,534,180",
"2010","59","LUCAS","2,924,838","0","0","2,924,838","1,157","31,019","450,933","3,856,097","1,015","242,445","39,695","403,541","7,950,740","0","859,268","24,861","8,834,869",
"2019","24","Crawford","8,837,711","24,670","448,075","8,364,966","1,329","50,900","690,744","7,205,538","5,798","1,119,183","145,317","139,651","17,723,426","3,842,716","150,616","80","21,716,838",
"2013","82","SCOTT","47,340,635","18,651","1,181,784","46,140,200","18,651","816,474","6,347,160","12,156,042","772,296","5,545,271","277,310","1,011,501","73,084,905","0","18,849,747","113,638","92,048,290",
"2012","38","GRUNDY","5,001,192","0","206,902","4,794,290","35","31,997","642,842","5,999,310","15,340","345,658","76,638","275,273","12,181,383","0","1,449,998","0","13,631,381",
"2012","49","JACKSON","5,292,457","0","225,736","5,066,721","1,336","56,676","958,226","5,652,300","32,291","590,597","508,704","170,304","13,037,155","0","1,150,005","452,923","14,640,083",
"2014","38","GRUNDY","5,426,381","0","285,061","5,141,320","1","39,014","572,702","5,627,734","51,195","383,569","43,481","232,302","12,091,318","0","1,532,479","24,010","13,647,807",
"2015","16","CEDAR","8,225,589","8,857","373,447","7,843,285","343","49,076","1,025,129","5,314,428","31,818","1,135,806","178,581","123,517","15,701,983","29,055","2,112,610","13,413","17,857,061",
"2012","10","BUCHANAN","7,130,327","7,370","268,870","6,854,087","1,722","59,487","1,088,013","6,446,064","21,618","654,790","262,519","261,910","15,650,210","1,512,226","2,030,898","26,342","19,219,676",
"2016","74","PALO ALTO","6,570,570","5,287","342,051","6,223,232","115","27,218","1,510,353","4,866,390","21,344","689,286","95,701","182,190","13,615,829","0","2,294,543","0","15,910,372",
"2023","8","BOONE","8,142,482","0","364,016","7,778,466","7,983","176,584","1,908,809","6,876,116","31,610","1,327,027","987,388","486,960","19,580,943","0","6,063,517","61,513","25,705,973",
"2024","55","KOSSUTH","10,854,281","0","351,895","10,502,386","284","53,368","1,995,692","8,727,376","37,041","1,249,849","677,312","165,461","23,408,769","32,176","2,946,515","413","26,387,873",
"2019","39","Guthrie","5,214,672","0","0","5,214,672","1,905","52,615","790,075","5,767,451","46,851","611,854","205,377","749,258","13,440,058","1,874,821","2,100,953","0","17,415,832",
"2023","22","CLAYTON","8,458,388","0","0","8,458,388","286","46,411","1,982,238","7,409,240","52,090","530,328","589,602","636,716","19,705,299","8,244,587","2,000,000","48,126","29,998,012",
"2022","6","BENTON","12,647,466","0","0","12,647,466","8,989","100,933","1,967,458","13,806,468","83,288","946,709","97,787","1,062,896","30,721,994","5,201,017","4,106,750","108,509","40,138,270",
"2020","88","Union","5,754,396","0","280,473","5,473,923","0","30,254","940,923","3,851,395","28,649","489,486","187,716","126,964","11,129,310","0","1,008,826","0","12,138,136",
"2014","83","SHELBY","5,901,504","0","314,345","5,587,159","791","33,584","785,762","4,537,348","239,606","372,073","93,064","272,042","11,921,429","0","2,583,289","0","14,504,718",
"2022","25","DALLAS","25,879,150","0","0","25,879,150","2,259","175,760","6,983,005","19,301,497","247,297","3,822,858","683,198","417,805","57,512,829","0","11,422,740","0","68,935,569",
"2017","71","OBRIEN","7,419,279","3,956","479,893","6,935,430","205","41,381","805,590","5,329,964","160,299","543,181","213,981","415,744","14,445,775","0","2,060,380","37,343","16,543,498",
"2012","75","PLYMOUTH","7,500,624","0","266,029","7,234,595","1,961","65,368","3,710,841","8,285,495","26,220","1,124,195","262,289","429,029","21,139,993","98,000","3,246,638","0","24,484,631",
"2013","87","TAYLOR","3,233,167","6,071","194,866","3,032,230","2,765","35,252","319,853","4,608,946","18,211","208,559","45,027","240,131","8,510,974","0","750,049","0","9,261,023",
"2019","9","Bremer","7,805,811","1,990","424,769","7,379,052","217","45,327","1,255,078","6,582,617","324,809","1,080,854","499,065","530,375","17,697,394","3,392,678","30,275","25,676","21,146,023",
"2018","41","Hancock","5,593,371","0","163,476","5,429,895","351","32,819","584,391","4,602,228","28,332","384,283","282,011","1,604,055","12,948,365","0","2,358,000","0","15,306,365",
"2016","91","WARREN","13,296,191","3,745","660,334","12,632,112","-1,188","114,431","426,882","8,363,394","80,645","1,362,574","126,587","528,069","23,633,506","0","2,780,153","12,537","26,426,196",
"2013","50","JASPER","12,082,735","0","0","12,082,735","2,372","118,511","2,781,976","6,747,467","90,973","1,022,887","184,333","682,728","23,713,982","0","5,065,734","22,771","28,802,487",
"2023","23","CLINTON","21,908,594","337,236","1,295,113","20,276,245","53,600","133,003","3,120,290","10,029,445","63,021","1,353,421","1,063,044","642,105","36,734,174","0","2,144,700","31,208","38,910,082",
"2015","55","KOSSUTH","8,257,527","0","411,490","7,846,037","2,931","39,634","1,055,513","6,392,751","20,158","639,355","142,545","127,928","16,266,852","17,778","2,795,588","15,887","19,096,105",
"2024","59","LUCAS","3,860,715","0","0","3,860,715","-1,166","32,967","648,667","4,123,566","85,758","230,873","253,530","266,286","9,501,196","0","845,511","0","10,346,707",
"2024","57","LINN","78,141,737","0","2,060,382","76,081,355","-60,483","604,613","10,387,470","48,831,206","1,625,401","9,604,500","7,039,518","1,445,634","155,559,214","10,549,125","26,965,021","156,325","193,229,685",
"2015","42","HARDIN","7,475,695","0","420,652","7,055,043","1,705","55,736","1,529,707","5,979,410","5,935","513,443","180,923","1,618,641","16,940,543","0","2,120,901","0","19,061,444",
"2010","83","SHELBY","4,871,657","0","299,526","4,572,131","658","33,899","1,012,564","5,976,870","234,904","351,173","173,098","166,525","12,521,822","0","2,603,625","2,000","15,127,447",
"2020","56","Lee","12,248,935","280,234","881,067","11,087,634","7,957","65,392","2,950,728","9,156,180","305,611","1,080,034","277,562","295,339","25,226,437","29,932","2,331,565","56","27,587,990",
"2017","24","CRAWFORD","8,512,962","12,226","447,349","8,053,387","4,836","49,397","769,632","7,089,718","18,019","953,810","114,424","263,538","17,316,761","0","2,885,872","98,931","20,301,564",
"2012","17","CERRO GORDO","14,255,823","-858","0","14,256,681","344","163,022","2,373,951","7,295,547","125,045","1,293,204","283,511","946,270","26,737,575","9,366,035","5,441,067","12,394","41,557,071",
"2021","73","Page","6,355,409","3,000","448,186","5,904,223","63,874","85,156","981,280","10,756,713","25,039","429,039","118,394","598,398","18,962,116","0","1,512,959","0","20,475,075",
"2018","9","Bremer","8,312,322","889","472,028","7,839,405","53","56,312","1,218,839","6,489,257","324,603","1,025,194","433,174","509,140","17,895,977","0","3,295,450","3,124","21,194,551",
"2012","90","WAPELLO","9,454,392","123,094","396,329","8,934,969","12,308","172,774","2,283,199","10,109,578","64,164","821,699","219,603","526,032","23,144,326","0","1,608,996","1,038","24,754,360",
"2021","28","Delaware","10,735,958","7,497","569,559","10,158,902","78,775","79,520","1,611,176","8,799,102","44,845","713,273","411,362","430,893","22,327,848","0","3,740,681","100","26,068,629",
"2021","45","Howard","6,244,093","0","355,545","5,888,548","55,550","52,920","1,767,405","5,931,238","21,521","629,213","133,682","592,873","15,072,950","0","2,361,898","0","17,434,848",
"2011","53","JONES","5,935,671","1,922","271,486","5,662,263","582","43,345","946,218","6,209,143","64,078","573,689","218,350","425,570","14,143,238","0","1,932,347","11,750","16,087,335",
"2013","4","APPANOOSE","3,542,417","0","209,925","3,332,492","11,051","75,792","1,112,418","3,995,068","2,605","363,014","17,132","195,593","9,105,165","155,360","702,475","0","9,963,000",
"2023","62","MAHASKA","9,821,131","0","527,444","9,293,687","753","46,002","2,418,088","8,036,516","58,609","691,869","218,402","1,232,532","21,996,458","0","2,671,637","52,103","24,720,198",
"2020","10","Buchanan","8,742,838","104,014","552,129","8,086,695","106","25,201","1,311,079","7,322,733","38,235","670,121","271,878","369,080","18,095,128","5,133,595","2,376,063","28,135","25,632,921",
"2016","27","DECATUR","3,031,313","0","0","3,031,313","-39","43,370","379,065","4,214,385","10,837","321,618","12,528","348,710","8,361,787","320,000","469,571","46,675","9,198,033",
"2017","60","LYON","6,952,528","0","377,294","6,575,234","314","24,906","1,991,125","6,276,415","75,603","979,914","186,493","434,466","16,544,470","4,646,225","3,261,618","70,040","24,522,353",
"2014","52","JOHNSON","46,391,782","0","1,014,608","45,377,174","2,352","330,695","948,428","20,118,454","649,116","4,121,731","285,134","2,210,147","74,043,231","9,900,000","19,542,052","62,213","103,547,496",
"2013","19","CHICKASAW","4,240,160","658","199,803","4,039,699","694","22,531","772,785","4,158,229","18,822","1,029,543","142,660","239,576","10,424,539","0","2,234,500","254,216","12,913,255",
"2022","93","WAYNE","4,617,089","32,269","188,415","4,396,405","8,613","29,850","695,853","5,021,687","18,832","482,632","59,742","31,229","10,744,843","0","831,315","465,407","12,041,565",
"2014","37","GREENE","4,946,281","0","271,719","4,674,562","512","23,632","591,075","3,417,506","50,179","392,460","49,318","319,580","9,518,824","0","1,235,000","0","10,753,824",
"2018","42","Hardin","8,404,576","13,668","516,366","7,874,542","259","47,598","1,587,762","7,575,615","42,725","538,091","297,179","1,583,275","19,547,046","0","1,886,363","0","21,433,409",
"2014","15","CASS","6,009,127","0","309,945","5,699,182","2,002","50,946","961,242","6,336,671","20,150","346,264","157,883","413,943","13,988,283","0","2,074,805","0","16,063,088",
"2010","37","GREENE","4,578,184","0","265,774","4,312,410","168","26,567","479,191","3,873,544","38,883","346,394","47,197","296,574","9,420,928","0","1,297,900","1,832","10,720,660",
"2019","77","Polk","177,823,246","328,813","7,293,726","170,200,707","35,360","1,254,524","5,811,645","59,917,718","1,192,161","16,917,083","9,400,514","2,393,536","267,123,248","27,188,510","37,738,421","59,733","332,109,912",
"2019","60","Lyon","6,489,582","0","358,677","6,130,905","21","24,341","1,990,716","6,750,176","68,730","989,141","321,535","311,651","16,587,216","3,458,654","0","2,329","20,048,199",
"2021","9","Bremer","8,794,210","7,578","372,882","8,413,750","72,995","73,670","1,624,864","10,395,012","337,117","1,062,162","370,288","469,794","22,819,652","0","3,303,846","71,476","26,194,974",
"2011","70","MUSCATINE","14,082,457","63,901","400,345","13,618,211","10,919","163,591","4,499,101","9,207,432","52,062","985,444","354,897","139,381","29,031,038","950,000","1,165,069","6,100","31,152,207",
"2018","44","Henry","7,038,266","0","485,116","6,553,150","2,302","49,353","932,250","4,547,287","43,840","535,507","138,799","185,105","12,987,593","8,965,698","2,164,229","15,751","24,133,271",
"2012","65","MILLS","5,737,291","4,169","184,104","5,549,018","3,736","57,332","980,947","5,041,878","106,429","538,702","111,417","208,465","12,597,924","20,000","1,735,608","5,190","14,358,722",
"2011","48","IOWA","5,883,395","0","245,823","5,637,572","1,422","48,300","1,918,491","5,882,760","28,682","1,068,554","368,425","201,747","15,155,953","1,795,000","1,346,725","0","18,297,678",
"2022","42","HARDIN","9,765,435","0","412,816","9,352,619","1,381","61,511","1,120,763","12,105,400","35,410","664,209","246,252","513,179","24,100,724","0","2,089,465","0","26,190,189",
"2010","31","DUBUQUE","24,410,076","9,056","735,800","23,665,220","-3,536","222,608","4,945,370","20,306,342","76,515","3,800,889","727,247","325,485","54,066,140","0","7,082,597","0","61,148,737",
"2024","10","BUCHANAN","10,037,668","0","0","10,037,668","790","57,955","1,637,216","8,022,473","63,589","681,401","713,191","677,184","21,891,467","0","2,385,000","45,105","24,321,572",
"2010","52","JOHNSON","40,883,474","0","734,141","40,149,333","1,189","510,063","923,226","20,608,690","487,342","3,613,887","467,740","1,068,495","67,829,965","0","21,330,764","20,140","89,180,869",
"2018","27","Decatur","3,827,159","0","0","3,827,159","3,448","48,565","393,772","3,890,094","1,237","327,897","16,553","172,416","8,681,141","49,158","741,328","21,000","9,492,627",
"2023","94","WEBSTER","17,921,929","0","0","17,921,929","17,790","155,963","3,285,074","13,416,712","129,765","1,363,944","506,086","4,162,199","40,959,462","11,001,139","6,646,446","366,985","58,974,032",
"2014","10","BUCHANAN","7,266,329","17,337","372,942","6,876,050","3,194","56,049","1,096,433","5,439,517","34,830","592,683","294,971","317,926","14,711,653","0","2,464,307","90,382","17,266,342",
"2018","63","Marion","12,130,799","0","771,965","11,358,834","1,797","67,651","1,344,747","8,071,963","46,086","1,335,759","119,582","262,436","22,608,855","0","2,397,421","697,413","25,703,689",
"2011","92","WASHINGTON","7,446,663","0","0","7,446,663","78","75,897","3,403,738","6,642,580","61,344","731,243","151,937","630,773","19,144,253","7,995,989","1,713,632","11,115","28,864,989",
"2023","17","CERRO GORDO","17,896,980","0","0","17,896,980","1,740","169,493","3,335,275","11,142,661","192,934","1,377,056","1,668,395","1,733,415","37,517,949","0","7,923,386","116,075","45,557,410",
"2011","85","STORY","20,601,466","78,063","407,647","20,115,756","344","156,638","2,175,708","14,681,536","37,276","1,806,735","247,359","510,671","39,732,023","0","2,075,000","41,368","41,848,391",
"2010","20","CLARKE","3,560,099","2,993","148,673","3,408,433","988","56,151","360,107","3,443,919","10,460","341,353","44,894","384,429","8,050,734","0","737,500","0","8,788,234",
"2021","60","Lyon","7,617,082","0","396,283","7,220,799","43,032","37,852","2,391,409","7,269,774","95,252","1,171,051","182,827","651,702","19,063,698","0","4,739,037","41,807","23,844,542",
"2014","27","DECATUR","2,239,046","0","0","2,239,046","285","34,206","289,696","4,409,486","9,185","279,465","5,029","167,606","7,434,004","0","648,331","3,175","8,085,510",
"2022","61","MADISON","8,534,173","0","424,765","8,109,408","355","58,078","2,542,330","7,068,294","111,502","1,290,712","101,429","402,740","19,684,848","0","2,538,136","0","22,222,984",
"2017","98","WORTH","4,306,419","25,452","331,328","3,949,639","10","18,725","4,026,331","4,143,374","27,622","286,467","63,831","493,172","13,009,171","0","2,120,874","1,301","15,131,346",
"2018","76","Pocahontas","6,498,865","0","0","6,498,865","490","20,270","408,532","4,777,707","91,389","597,914","368,636","82,726","12,846,529","0","1,525,000","18,600","14,390,129",
"2012","76","POCAHONTAS","4,794,428","0","186,551","4,607,877","828","20,097","550,457","4,451,844","43,721","542,322","134,769","94,626","10,446,541","0","1,190,000","0","11,636,541",
"2018","74","Palo Alto","6,839,668","0","363,471","6,476,197","771","27,092","1,777,158","4,411,684","18,848","713,771","183,565","256,292","13,865,378","0","2,616,716","0","16,482,094",
"2024","95","WINNEBAGO","8,838,498","0","0","8,838,498","13","29,631","3,034,441","4,480,717","42,328","1,056,635","886,904","568,624","18,937,791","50,000","2,489,754","31,000","21,508,545",
"2013","77","POLK","129,857,326","381,072","3,001,823","126,474,431","3,420","1,266,679","5,441,610","42,563,373","943,149","13,679,034","2,994,579","1,546,329","194,912,604","7,227,143","18,034,274","338,098","220,512,119",
"2016","10","BUCHANAN","7,218,664","2,474","506,614","6,709,576","2,007","56,781","1,091,854","6,495,888","29,797","626,198","298,366","389,235","15,699,702","0","2,497,679","10,084","18,207,465",
"2017","43","HARRISON","8,156,651","2,275","447,010","7,707,366","4,321","51,868","767,249","5,809,134","30,599","632,941","121,766","456,400","15,581,644","0","2,066,000","0","17,647,644",
"2015","70","MUSCATINE","15,562,425","58,139","685,234","14,819,052","9,006","137,527","2,217,049","7,776,259","102,445","986,014","520,418","596,701","27,164,471","1,500,000","2,255,650","77,515","30,997,636",
"2013","9","BREMER","6,727,922","0","0","6,727,922","2,221","41,207","1,185,391","3,821,132","290,251","832,762","317,936","616,531","13,835,353","0","2,781,875","54,923","16,672,151",
"2024","51","JEFFERSON","7,742,496","4,804","257,789","7,479,903","9,418","66,135","987,789","5,097,372","45,218","1,112,436","348,431","302,829","15,449,531","0","1,234,241","0","16,683,772",
"2012","13","CALHOUN","6,116,692","0","260,328","5,856,364","1,404","33,281","459,493","5,142,622","17,441","878,581","128,381","165,659","12,683,226","0","1,625,944","2,027","14,311,197",
"2013","30","DICKINSON","8,112,783","3,514","113,647","7,995,622","607","77,837","1,943,366","3,287,612","73,740","734,002","158,829","341,000","14,612,615","15,123,366","3,565,865","500","33,302,346",
"2011","9","BREMER","6,369,009","0","0","6,369,009","113","51,494","1,172,177","5,802,986","273,944","756,838","372,130","291,763","15,090,454","3,130,000","3,691,576","57,124","21,969,154",
"2012","42","HARDIN","6,299,721","0","231,013","6,068,708","36,534","58,353","987,667","7,588,294","19,744","501,557","261,993","546,851","16,069,701","3,625,812","3,157,943","0","22,853,456",
"2012","45","HOWARD","4,187,141","0","166,523","4,020,618","1,741","46,269","877,320","3,875,839","9,462","469,702","95,990","1,478,628","10,875,569","0","1,115,444","0","11,991,013",
"2010","5","AUDUBON","3,301,495","10,031","167,823","3,123,641","931","22,758","366,896","3,352,394","13,339","224,248","67,096","121,156","7,292,459","89,000","712,928","0","8,094,387",
"2012","97","WOODBURY","25,949,125","0","729,462","25,219,663","11,145","468,118","4,714,409","19,173,153","101,683","2,395,337","310,614","1,007,210","53,401,332","479,000","6,311,436","0","60,191,768",
"2011","28","DELAWARE","6,547,624","535","255,776","6,291,313","523","47,026","1,056,514","6,321,428","18,115","533,442","158,449","378,284","14,805,094","0","1,813,253","105","16,618,452",
"2019","28","Delaware","9,859,772","3,171","551,635","9,304,966","1,005","48,144","1,208,776","6,240,442","39,370","602,406","361,598","280,500","18,087,207","2,711,879","0","709","20,799,795",
"2018","10","Buchanan","7,060,448","1,776","474,024","6,584,648","336","47,555","1,071,053","6,081,108","38,472","682,930","228,071","209,820","14,943,993","0","2,761,961","12,376","17,718,330",
"2011","38","GRUNDY","4,855,281","0","236,528","4,618,753","8","34,100","667,583","5,770,059","10,665","393,077","93,669","632,366","12,220,280","0","1,295,037","0","13,515,317",
"2023","77","POLK","205,511,613","591,196","7,092,553","197,827,864","-99,623","1,492,141","8,361,836","179,599,235","1,239,442","18,181,054","15,768,581","6,470,254","428,840,784","0","85,589,351","171,551","514,601,686",
"2023","28","DELAWARE","11,585,637","456","555,512","11,029,669","2,700","53,486","1,833,611","7,030,910","48,755","697,936","596,241","587,130","21,880,438","0","3,135,933","401,000","25,417,371",
"2013","45","HOWARD","4,481,779","0","191,909","4,289,870","70","32,534","1,374,714","3,267,700","11,950","518,654","166,618","275,747","9,937,857","0","1,174,834","0","11,112,691",
"2015","12","BUTLER","6,074,795","0","0","6,074,795","863","44,469","855,172","30,462,826","36,696","502,154","421,719","418,590","38,817,284","0","2,165,091","1,034","40,983,409",
"2012","71","OBRIEN","5,470,551","2,385","238,040","5,230,126","-96","36,263","1,097,624","5,406,164","115,281","470,933","168,955","117,127","12,642,377","0","1,490,340","5,375","14,138,092",
"2013","62","MAHASKA","6,732,635","0","295,808","6,436,827","379","47,294","1,336,303","5,135,178","16,666","660,939","194,840","999,594","14,828,020","0","1,863,699","0","16,691,719",
"2010","80","RINGGOLD","2,632,400","0","119,369","2,513,031","1,262","28,653","339,986","185,926,077","4,890","449,534","35,632","62,240","189,361,305","0","948,937","0","190,310,242",
"2018","16","Cedar","8,840,976","0","516,393","8,324,583","14,829","55,491","945,936","6,921,141","43,661","1,110,642","161,641","181,595","17,759,519","35,937","2,389,249","13,070","20,197,775",
"2011","97","WOODBURY","24,873,505","0","759,009","24,114,496","17,778","506,100","5,408,119","18,364,570","87,445","1,922,326","541,765","630,738","51,593,337","1,200,000","7,028,026","0","59,821,363",
"2014","42","HARDIN","6,756,586","0","327,048","6,429,538","4,311","53,822","1,307,915","6,991,040","6,120","474,907","200,992","837,883","16,306,528","0","2,248,295","16,155","18,570,978",
"2023","49","JACKSON","7,990,160","0","493,862","7,496,298","5,426","55,546","1,425,172","7,822,795","63,683","699,489","1,032,900","294,535","18,895,844","0","1,331,971","133,574","20,361,389",
"2021","84","Sioux","11,191,294","2,570","625,860","10,562,864","50,518","107,688","2,146,893","14,153,578","19,270","1,277,035","218,273","1,930,703","30,466,822","6,175,794","4,955,386","1,619","41,599,621",
"2019","7","Black Hawk","36,156,105","0","0","36,156,105","13,785","348,989","4,880,687","13,849,149","639,741","4,522,365","1,473,205","2,069,850","63,953,876","11,576,310","0","3,339,288","78,869,474",
"2014","79","POWESHIEK","6,694,346","0","0","6,694,346","0","52,078","1,130,195","4,248,983","70,813","547,268","130,649","587,884","13,462,216","0","3,337,977","107,437","16,907,630",
"2024","25","DALLAS","26,833,702","0","0","26,833,702","923","240,145","7,608,929","11,241,478","265,121","3,608,113","3,215,621","1,025,167","54,039,199","0","17,216,412","24,325","71,279,936",
"2017","75","PLYMOUTH","9,468,167","0","531,784","8,936,383","1,758","49,782","2,025,036","9,122,374","39,033","1,205,940","211,131","352,833","21,944,270","100,000","4,315,910","0","26,360,180",
"2020","67","Monona","6,343,817","104,506","341,153","5,898,158","1,042","14,542","512,472","4,920,418","11,447","298,721","210,419","266,028","12,133,247","0","1,738,484","139,000","14,010,731",
"2016","71","OBRIEN","7,408,126","3,020","486,217","6,918,889","179","40,146","742,332","5,426,996","274,509","562,467","216,445","163,543","14,345,506","0","1,935,041","43,220","16,323,767",
"2020","44","Henry","8,581,019","0","555,743","8,025,276","3,123","45,186","1,092,101","5,306,594","36,948","636,916","210,509","185,452","15,542,105","666,500","1,736,202","0","17,944,807",
"2023","2","ADAMS","4,816,805","0","216,044","4,600,761","2,978","15,806","496,395","3,828,228","14,084","658,967","386,964","64,524","10,068,707","985,000","1,366,961","0","12,420,668",
"2014","5","AUDUBON","3,681,268","14,202","228,393","3,438,673","2,399","21,629","434,292","3,243,257","15,008","214,544","26,410","43,703","7,439,915","0","666,220","4,766","8,110,901",
"2022","10","BUCHANAN","9,416,700","1,996","412,493","9,002,211","1,995","58,045","1,713,693","10,794,776","41,038","679,491","208,948","424,354","22,924,551","0","3,121,893","5,219","26,051,663",
"2018","37","Greene","5,171,391","0","291,235","4,880,156","16","19,636","702,812","4,185,931","85,524","617,206","82,914","1,371,711","11,945,906","73,780","1,527,500","256,103","13,803,289",
"2019","70","Muscatine","16,151,694","63,230","873,549","15,214,915","9,258","158,030","2,545,349","10,439,202","99,481","1,105,083","1,463,254","594,522","31,629,094","4,124,294","0","72,119","35,825,507",
"2016","42","HARDIN","7,412,584","0","498,986","6,913,598","1,760","57,758","1,601,411","6,523,884","10,275","545,852","202,105","1,718,473","17,575,116","0","1,963,645","35","19,538,796",
"2024","88","UNION","5,710,026","0","0","5,710,026","2,172","57,539","1,265,044","4,024,410","126,508","520,125","701,956","200,412","12,608,192","61,627","2,262,925","0","14,932,744",
"2015","38","GRUNDY","5,824,889","0","340,438","5,484,451","873","36,382","660,493","5,735,470","19,953","386,037","45,591","144,433","12,513,683","0","1,557,647","200","14,071,530",
"2020","76","Pocahontas","6,793,211","1,070","302,579","6,489,562","582","9,526","449,299","4,899,232","25,041","611,833","471,205","143,444","13,099,724","0","1,872,034","12,050","14,983,808",
"2017","4","APPANOOSE","3,781,349","0","384,628","3,396,721","1,772","61,433","1,163,501","4,243,565","7,143","359,932","24,644","164,764","9,423,475","104,963","685,207","0","10,213,645",
"2017","28","DELAWARE","9,242,461","3,262","566,294","8,672,905","8","43,412","1,314,296","6,275,252","38,270","585,558","176,104","305,884","17,411,689","0","2,453,493","1,868","19,867,050",
"2021","77","Polk","200,572,804","535,531","7,385,872","192,651,401","2,183,427","2,215,048","6,260,823","134,875,284","1,928,213","18,113,608","7,940,794","4,626,868","370,795,466","0","40,453,740","122,324","411,371,530",
"2019","65","Mills","10,752,091","1,738","488,491","10,261,862","1,813","57,088","1,448,637","5,730,961","187,653","517,791","186,878","1,018,208","19,410,891","2,610,236","2,231,291","4,815","24,257,233",
"2023","60","LYON","6,968,358","0","327,610","6,640,748","350","27,571","2,715,227","7,419,956","89,129","1,140,278","727,248","396,069","19,156,576","0","7,517,017","1,600","26,675,193",
"2010","95","WINNEBAGO","4,127,268","737","188,190","3,938,341","2,293","33,653","589,604","4,321,468","18,551","857,096","97,726","297,597","10,156,329","18,728,319","1,348,928","51,394","30,284,970",
"2018","5","Audubon","4,009,364","1,775","239,714","3,767,875","369","18,977","570,734","3,401,496","20,728","284,568","69,624","252,286","8,386,657","6,602,721","5,391,192","6,950","20,387,520",
"2012","86","TAMA","7,449,682","0","324,740","7,124,942","2,170","61,023","677,172","6,756,438","17,667","647,776","213,848","377,572","15,878,608","0","1,813,675","10,279","17,702,562",
"2018","95","Winnebago","5,631,849","0","0","5,631,849","136","23,265","3,737,675","4,099,192","21,106","1,147,973","298,323","993,652","15,953,171","1,355,092","1,718,666","136,000","19,162,929",
"2019","38","Grundy","5,864,229","0","0","5,864,229","0","24,556","656,877","7,473,851","55,065","424,566","160,665","152,455","14,812,264","1,784,981","0","0","16,597,245",
"2014","20","CLARKE","4,129,441","2,071","216,292","3,911,078","1,691","38,464","353,918","2,820,872","13,235","282,067","26,910","293,305","7,741,540","367,639","572,948","0","8,682,127",
"2021","5","Audubon","5,315,341","2,484","278,503","5,034,354","50,358","32,844","852,119","3,947,784","26,057","332,098","63,215","59,779","10,398,608","5,027,284","1,348,144","22,600","16,796,636",
"2013","99","WRIGHT","6,273,494","0","267,813","6,005,681","379","46,913","725,692","6,338,001","14,010","581,453","398,630","400,990","14,511,749","0","1,701,777","2,607","16,216,133",
"2016","31","DUBUQUE","30,853,078","809,789","1,717,165","28,326,124","15,316","207,351","5,621,586","17,978,342","132,275","2,392,104","416,664","623,032","55,712,794","313,084","8,091,618","0","64,117,496",
"2018","48","Iowa","7,837,738","537","496,676","7,340,525","533","49,007","1,806,759","6,187,857","47,861","2,127,589","404,636","273,820","18,238,587","0","1,315,000","0","19,553,587",
"2017","36","FREMONT","5,142,733","34,696","306,697","4,801,340","881","31,801","908,453","3,937,527","14,935","314,012","89,084","74,974","10,173,007","77,586","1,312,337","20,247","11,583,177",
"2017","48","IOWA","8,034,857","993","493,284","7,540,580","8,622","55,647","2,028,902","5,862,941","28,342","2,154,009","335,902","189,726","18,204,671","4,244,793","1,315,000","0","23,764,464",
