"FIPS","County","Year","Population","Primary Point"
"19133","Monona County","April 01, 2010","9,243","POINT (-95.9599235 42.0516663)"
"19113","Linn County","July 01, 2014","218,129","POINT (-91.5989646 42.0789478)"
"19191","Winneshiek County","July 01, 2004","20,894","POINT (-91.8437074 43.2906746)"
"19033","Cerro Gordo County","July 01, 2015","42,983","POINT (-93.2608184 43.0815577)"
"19125","Marion County","July 01, 1993","30,276","POINT (-93.0994367 41.3344515)"
"19113","Linn County","July 01, 1997","183,167","POINT (-91.5989646 42.0789478)"
"19181","Warren County","July 01, 2017","50,078","POINT (-93.5613594 41.3343735)"
"19147","Palo Alto County","July 01, 2015","9,140","POINT (-94.6781371 43.0820643)"
"19179","Wapello County","July 01, 1992","35,817","POINT (-92.4094499 41.0305845)"
"19005","Allamakee County","July 01, 1992","13,996","POINT (-91.3780923 43.2842838)"
"19031","Cedar County","July 01, 2021","18,429","POINT (-91.1324125 41.7723207)"
"19099","Jasper County","July 01, 2012","36,574","POINT (-93.053765 41.6860394)"
"19139","Muscatine County","July 01, 2001","41,792","POINT (-91.1127562 41.4839221)"
"19157","Poweshiek County","July 01, 2006","18,615","POINT (-92.5314684 41.6864422)"
"19163","Scott County","July 01, 2023","174,589","POINT (-90.6232428 41.6370978)"
"19079","Hamilton County","July 01, 1992","16,098","POINT (-93.7068085 42.3837722)"
"19145","Page County","July 01, 1991","16,874","POINT (-95.1501747 40.7391444)"
"19071","Fremont County","July 01, 1999","7,993","POINT (-95.6046765 40.7455892)"
"19081","Hancock County","April 01, 2010","11,341","POINT (-93.7342723 43.0818861)"
"19085","Harrison County","July 01, 1991","14,734","POINT (-95.8169209 41.6828528)"
"19041","Clay County","July 01, 2007","16,629","POINT (-95.1509194 43.0825804)"
"19003","Adams County","July 01, 1994","4,634","POINT (-94.6991849 41.0289839)"
"19097","Jackson County","July 01, 2003","20,098","POINT (-90.5742294 42.1717426)"
"19089","Howard County","July 01, 1995","9,944","POINT (-92.3171989 43.3567673)"
"19039","Clarke County","July 01, 2022","9,676","POINT (-93.7851579 41.0290323)"
"19105","Jones County","July 01, 1996","20,521","POINT (-91.1314352 42.1212397)"
"19029","Cass County","July 01, 1998","14,886","POINT (-94.9278266 41.3314876)"
"19161","Sac County","July 01, 2003","10,848","POINT (-95.1053946 42.3862604)"
"19083","Hardin County","July 01, 2024","16,464","POINT (-93.2404025 42.3838803)"
"19061","Dubuque County","April 01, 2010","93,653","POINT (-90.8824564 42.468832)"
"19193","Woodbury County","July 01, 2005","101,211","POINT (-96.0447673 42.3897169)"
"19165","Shelby County","April 01, 2000","13,074","POINT (-95.3102113 41.6850926)"
"19165","Shelby County","July 01, 1995","13,278","POINT (-95.3102113 41.6850926)"
"19193","Woodbury County","July 01, 1991","98,506","POINT (-96.0447673 42.3897169)"
"19031","Cedar County","July 01, 2019","18,627","POINT (-91.1324125 41.7723207)"
"19135","Monroe County","July 01, 2009","7,549","POINT (-92.8689877 41.0297826)"
"19161","Sac County","July 01, 1991","12,311","POINT (-95.1053946 42.3862604)"
"19139","Muscatine County","July 01, 1996","41,440","POINT (-91.1127562 41.4839221)"
"19029","Cass County","July 01, 2024","13,024","POINT (-94.9278266 41.3314876)"
"19031","Cedar County","July 01, 1991","17,447","POINT (-91.1324125 41.7723207)"
"19007","Appanoose County","July 01, 2011","12,848","POINT (-92.8686104 40.7431635)"
"19143","Osceola County","July 01, 2022","6,073","POINT (-95.6236852 43.3785704)"
"19173","Taylor County","July 01, 1994","7,024","POINT (-94.6964148 40.7374324)"
"19147","Palo Alto County","July 01, 2005","9,569","POINT (-94.6781371 43.0820643)"
"19033","Cerro Gordo County","April 01, 1990","46,733","POINT (-93.2608184 43.0815577)"
"19189","Winnebago County","July 01, 2011","10,696","POINT (-93.7341955 43.3775678)"
"19057","Des Moines County","July 01, 1995","43,112","POINT (-91.1814707 40.9231829)"
"19137","Montgomery County","July 01, 1996","11,947","POINT (-95.1563758 41.03014)"
"19083","Hardin County","July 01, 2015","17,253","POINT (-93.2404025 42.3838803)"
"19049","Dallas County","July 01, 2014","77,739","POINT (-94.0397374 41.6848862)"
"19175","Union County","April 01, 2010","12,534","POINT (-94.2423792 41.0277304)"
"19107","Keokuk County","July 01, 2018","10,213","POINT (-92.1786426 41.336465)"
"19153","Polk County","July 01, 1999","365,086","POINT (-93.5735335 41.6855048)"
"19197","Wright County","July 01, 1997","14,662","POINT (-93.7351465 42.7331189)"
"19095","Iowa County","July 01, 2018","16,155","POINT (-92.065524 41.6863229)"
"19043","Clayton County","July 01, 2006","17,779","POINT (-91.3414328 42.8447493)"
"19181","Warren County","July 01, 1993","37,150","POINT (-93.5613594 41.3343735)"
"19115","Louisa County","July 01, 2011","11,381","POINT (-91.2596184 41.2185073)"
"19003","Adams County","July 01, 2007","4,099","POINT (-94.6991849 41.0289839)"
"19191","Winneshiek County","July 01, 1994","21,113","POINT (-91.8437074 43.2906746)"
"19151","Pocahontas County","July 01, 2008","7,479","POINT (-94.6787466 42.7341351)"
"19127","Marshall County","July 01, 1995","38,526","POINT (-92.9987706 42.0358499)"
"19171","Tama County","July 01, 1993","17,513","POINT (-92.5325425 42.0798117)"
"19113","Linn County","July 01, 2015","220,271","POINT (-91.5989646 42.0789478)"
"19059","Dickinson County","July 01, 2014","16,840","POINT (-95.1508301 43.3779848)"
"19123","Mahaska County","July 01, 1998","22,126","POINT (-92.6409094 41.3352035)"
"19163","Scott County","July 01, 1993","154,912","POINT (-90.6232428 41.6370978)"
"19149","Plymouth County","July 01, 1992","23,470","POINT (-96.2140431 42.7378346)"
"19003","Adams County","July 01, 1995","4,616","POINT (-94.6991849 41.0289839)"
"19125","Marion County","July 01, 2004","32,256","POINT (-93.0994367 41.3344515)"
"19195","Worth County","July 01, 2018","7,413","POINT (-93.2608476 43.3773984)"
"19189","Winnebago County","July 01, 1997","11,829","POINT (-93.7341955 43.3775678)"
"19065","Fayette County","July 01, 2001","21,674","POINT (-91.8443207 42.8625919)"
"19173","Taylor County","July 01, 2019","6,121","POINT (-94.6964148 40.7374324)"
"19025","Calhoun County","July 01, 2007","9,951","POINT (-94.6404136 42.3851848)"
"19161","Sac County","July 01, 2016","9,816","POINT (-95.1053946 42.3862604)"
"19039","Clarke County","July 01, 1999","8,841","POINT (-93.7851579 41.0290323)"
"19163","Scott County","July 01, 1998","157,228","POINT (-90.6232428 41.6370978)"
"19161","Sac County","July 01, 2023","9,663","POINT (-95.1053946 42.3862604)"
"19005","Allamakee County","July 01, 2002","14,309","POINT (-91.3780923 43.2842838)"
"19105","Jones County","July 01, 2005","20,303","POINT (-91.1314352 42.1212397)"
"19141","O'Brien County","July 01, 1999","15,457","POINT (-95.6248784 43.0837527)"
"19073","Greene County","July 01, 1994","10,280","POINT (-94.3968356 42.0362394)"
"19073","Greene County","July 01, 2023","8,597","POINT (-94.3968356 42.0362394)"
"19153","Polk County","April 01, 2020","492,401","POINT (-93.5735335 41.6855048)"
"19191","Winneshiek County","July 01, 2023","19,728","POINT (-91.8437074 43.2906746)"
"19129","Mills County","July 01, 1997","13,819","POINT (-95.6213267 41.0334523)"
"19107","Keokuk County","July 01, 2023","9,947","POINT (-92.1786426 41.336465)"
"19001","Adair County","July 01, 2004","7,847","POINT (-94.4709413 41.3307464)"
"19171","Tama County","July 01, 1999","18,070","POINT (-92.5325425 42.0798117)"
"19059","Dickinson County","July 01, 2016","17,109","POINT (-95.1508301 43.3779848)"
"19103","Johnson County","July 01, 2013","140,151","POINT (-91.5880849 41.6715511)"
"19091","Humboldt County","July 01, 2019","9,558","POINT (-94.2071868 42.7764686)"
"19055","Delaware County","July 01, 2023","17,583","POINT (-91.3673502 42.471211)"
"19119","Lyon County","July 01, 2021","12,035","POINT (-96.2102924 43.380497)"
"19057","Des Moines County","April 01, 2000","42,351","POINT (-91.1814707 40.9231829)"
"19119","Lyon County","April 01, 2020","11,934","POINT (-96.2102924 43.380497)"
"19179","Wapello County","July 01, 2002","35,803","POINT (-92.4094499 41.0305845)"
"19143","Osceola County","April 01, 2000","7,003","POINT (-95.6236852 43.3785704)"
"19125","Marion County","July 01, 2017","33,091","POINT (-93.0994367 41.3344515)"
"19085","Harrison County","July 01, 2018","14,105","POINT (-95.8169209 41.6828528)"
"19011","Benton County","April 01, 2010","26,076","POINT (-92.0656912 42.0801864)"
"19119","Lyon County","April 01, 2010","11,581","POINT (-96.2102924 43.380497)"
"19017","Bremer County","July 01, 2024","25,328","POINT (-92.3180548 42.7745873)"
"19019","Buchanan County","July 01, 1994","21,091","POINT (-91.8378392 42.4707777)"
"19051","Davis County","July 01, 2017","8,969","POINT (-92.4097173 40.7476891)"
"19177","Van Buren County","April 01, 1990","7,676","POINT (-91.9499871 40.7532294)"
"19125","Marion County","July 01, 2022","33,582","POINT (-93.0994367 41.3344515)"
"19167","Sioux County","April 01, 1990","29,903","POINT (-96.1778827 43.0826174)"
"19129","Mills County","July 01, 2008","15,127","POINT (-95.6213267 41.0334523)"
"19095","Iowa County","July 01, 2022","16,491","POINT (-92.065524 41.6863229)"
"19187","Webster County","July 01, 2016","36,781","POINT (-94.1817881 42.4279662)"
"19071","Fremont County","July 01, 2009","7,345","POINT (-95.6046765 40.7455892)"
"19125","Marion County","July 01, 2013","33,014","POINT (-93.0994367 41.3344515)"
"19079","Hamilton County","July 01, 1995","16,233","POINT (-93.7068085 42.3837722)"
"19153","Polk County","July 01, 2021","497,903","POINT (-93.5735335 41.6855048)"
"19151","Pocahontas County","July 01, 2024","7,006","POINT (-94.6787466 42.7341351)"
"19183","Washington County","July 01, 2012","21,903","POINT (-91.7178676 41.335591)"
"19165","Shelby County","July 01, 2017","11,574","POINT (-95.3102113 41.6850926)"
"19037","Chickasaw County","July 01, 2002","12,763","POINT (-92.3176637 43.0600414)"
"19051","Davis County","July 01, 1994","8,398","POINT (-92.4097173 40.7476891)"
"19187","Webster County","July 01, 2001","40,037","POINT (-94.1817881 42.4279662)"
"19183","Washington County","July 01, 2021","22,526","POINT (-91.7178676 41.335591)"
"19011","Benton County","April 01, 2000","25,307","POINT (-92.0656912 42.0801864)"
"19071","Fremont County","July 01, 2017","6,930","POINT (-95.6046765 40.7455892)"
"19191","Winneshiek County","July 01, 1997","21,128","POINT (-91.8437074 43.2906746)"
"19053","Decatur County","July 01, 2015","8,137","POINT (-93.7862815 40.7376827)"
"19133","Monona County","April 01, 2000","10,020","POINT (-95.9599235 42.0516663)"
"19137","Montgomery County","July 01, 2014","10,384","POINT (-95.1563758 41.03014)"
"19187","Webster County","April 01, 1990","40,342","POINT (-94.1817881 42.4279662)"
"19127","Marshall County","July 01, 1994","38,094","POINT (-92.9987706 42.0358499)"
"19079","Hamilton County","July 01, 2012","15,321","POINT (-93.7068085 42.3837722)"
"19059","Dickinson County","July 01, 1997","15,783","POINT (-95.1508301 43.3779848)"
"19133","Monona County","July 01, 1993","10,045","POINT (-95.9599235 42.0516663)"
"19159","Ringgold County","July 01, 2022","4,692","POINT (-94.2439719 40.7352023)"
"19061","Dubuque County","July 01, 2009","93,072","POINT (-90.8824564 42.468832)"
"19083","Hardin County","July 01, 2008","17,377","POINT (-93.2404025 42.3838803)"
"19151","Pocahontas County","July 01, 2001","8,459","POINT (-94.6787466 42.7341351)"
"19193","Woodbury County","July 01, 2012","102,321","POINT (-96.0447673 42.3897169)"
"19091","Humboldt County","July 01, 2007","9,626","POINT (-94.2071868 42.7764686)"
"19071","Fremont County","July 01, 1992","8,194","POINT (-95.6046765 40.7455892)"
"19075","Grundy County","July 01, 2001","12,285","POINT (-92.7914177 42.4018651)"
"19081","Hancock County","July 01, 1992","12,496","POINT (-93.7342723 43.0818861)"
"19013","Black Hawk County","July 01, 1995","127,150","POINT (-92.3088197 42.4700957)"
"19035","Cherokee County","July 01, 1994","13,912","POINT (-95.6238055 42.7356226)"
"19019","Buchanan County","July 01, 2017","21,126","POINT (-91.8378392 42.4707777)"
"19113","Linn County","July 01, 2022","228,947","POINT (-91.5989646 42.0789478)"
"19183","Washington County","July 01, 1996","20,245","POINT (-91.7178676 41.335591)"
"19131","Mitchell County","July 01, 2003","10,826","POINT (-92.7890315 43.3564124)"
"19127","Marshall County","July 01, 2009","39,259","POINT (-92.9987706 42.0358499)"
"19089","Howard County","April 01, 2020","9,469","POINT (-92.3171989 43.3567673)"
"19015","Boone County","July 01, 2012","26,136","POINT (-93.931671 42.0365493)"
"19157","Poweshiek County","July 01, 2007","18,662","POINT (-92.5314684 41.6864422)"
"19145","Page County","July 01, 2005","16,002","POINT (-95.1501747 40.7391444)"
"19027","Carroll County","July 01, 2024","20,407","POINT (-94.8605593 42.0362382)"
"19175","Union County","July 01, 2015","12,430","POINT (-94.2423792 41.0277304)"
"19041","Clay County","July 01, 2022","16,506","POINT (-95.1509194 43.0825804)"
"19027","Carroll County","July 01, 2015","20,423","POINT (-94.8605593 42.0362382)"
"19183","Washington County","July 01, 2002","20,982","POINT (-91.7178676 41.335591)"
"19053","Decatur County","July 01, 2019","7,870","POINT (-93.7862815 40.7376827)"
"19093","Ida County","July 01, 2004","7,295","POINT (-95.5134962 42.3868747)"
"19035","Cherokee County","July 01, 2007","11,684","POINT (-95.6238055 42.7356226)"
"19119","Lyon County","July 01, 2001","11,634","POINT (-96.2102924 43.380497)"
"19025","Calhoun County","April 01, 2010","9,670","POINT (-94.6404136 42.3851848)"
"19173","Taylor County","July 01, 2024","5,825","POINT (-94.6964148 40.7374324)"
"19181","Warren County","July 01, 2014","47,827","POINT (-93.5613594 41.3343735)"
"19095","Iowa County","July 01, 2011","16,323","POINT (-92.065524 41.6863229)"
"19019","Buchanan County","July 01, 2006","20,875","POINT (-91.8378392 42.4707777)"
"19147","Palo Alto County","July 01, 1992","10,613","POINT (-94.6781371 43.0820643)"
"19105","Jones County","July 01, 2009","20,364","POINT (-91.1314352 42.1212397)"
"19113","Linn County","July 01, 2002","195,918","POINT (-91.5989646 42.0789478)"
"19147","Palo Alto County","July 01, 2021","8,932","POINT (-94.6781371 43.0820643)"
"19095","Iowa County","July 01, 1999","15,463","POINT (-92.065524 41.6863229)"
"19145","Page County","July 01, 2017","15,213","POINT (-95.1501747 40.7391444)"
"19193","Woodbury County","July 01, 2015","102,492","POINT (-96.0447673 42.3897169)"
"19159","Ringgold County","July 01, 2013","4,971","POINT (-94.2439719 40.7352023)"
"19055","Delaware County","July 01, 1992","18,139","POINT (-91.3673502 42.471211)"
"19047","Crawford County","April 01, 1990","16,775","POINT (-95.3819678 42.0372125)"
"19015","Boone County","July 01, 2007","26,297","POINT (-93.931671 42.0365493)"
"19061","Dubuque County","July 01, 2017","97,066","POINT (-90.8824564 42.468832)"
"19155","Pottawattamie County","July 01, 1995","83,540","POINT (-95.5423935 41.3366123)"
"19089","Howard County","July 01, 2014","9,353","POINT (-92.3171989 43.3567673)"
"19193","Woodbury County","July 01, 1992","99,513","POINT (-96.0447673 42.3897169)"
"19081","Hancock County","July 01, 2007","11,310","POINT (-93.7342723 43.0818861)"
"19037","Chickasaw County","July 01, 2017","12,002","POINT (-92.3176637 43.0600414)"
"19091","Humboldt County","July 01, 1992","10,687","POINT (-94.2071868 42.7764686)"
"19055","Delaware County","July 01, 2009","17,205","POINT (-91.3673502 42.471211)"
"19061","Dubuque County","July 01, 2022","98,748","POINT (-90.8824564 42.468832)"
"19181","Warren County","April 01, 1990","36,033","POINT (-93.5613594 41.3343735)"
"19081","Hancock County","July 01, 2017","10,756","POINT (-93.7342723 43.0818861)"
"19063","Emmet County","July 01, 2008","10,364","POINT (-94.6784803 43.3780225)"
"19085","Harrison County","July 01, 2003","15,544","POINT (-95.8169209 41.6828528)"
"19189","Winnebago County","July 01, 2002","11,329","POINT (-93.7341955 43.3775678)"
"19195","Worth County","April 01, 2020","7,443","POINT (-93.2608476 43.3773984)"
"19137","Montgomery County","July 01, 2009","10,796","POINT (-95.1563758 41.03014)"
"19017","Bremer County","April 01, 2020","24,988","POINT (-92.3180548 42.7745873)"
"19039","Clarke County","April 01, 2020","9,748","POINT (-93.7851579 41.0290323)"
"19171","Tama County","July 01, 2018","16,869","POINT (-92.5325425 42.0798117)"
"19181","Warren County","July 01, 2011","46,645","POINT (-93.5613594 41.3343735)"
"19055","Delaware County","July 01, 2014","17,395","POINT (-91.3673502 42.471211)"
"19109","Kossuth County","July 01, 1997","17,645","POINT (-94.2067199 43.20413)"
"19151","Pocahontas County","July 01, 2004","7,970","POINT (-94.6787466 42.7341351)"
"19019","Buchanan County","July 01, 1999","21,088","POINT (-91.8378392 42.4707777)"
"19003","Adams County","April 01, 1990","4,866","POINT (-94.6991849 41.0289839)"
