"FISCAL YEAR","COUNTY NUMBER","County","PUBLIC SAFETY AND LEGAL SERVICES","PHYSICAL HEALTH SOCIAL SERVICES","MENTAL HEALTH, ID & DD","COUNTY ENVIRONMENT AND EDUCATION","ROADS & TRANSPORTATION","GOVERNMENT SERVICES TO RESIDENTS","ADMINISTRATION","NONPROGRAM CURRENT","DEBT SERVICE","CAPITAL PROJECTS","SUBTOTAL EXPENDITURES","OPERATING TRANSFERS OUT","REFUNDED DEBT/PAYMENTS TO ESCROW","TOTAL EXPENDITURES & OTHER USES","Primary County Coordinates"
"2014","38","GRUNDY","1,788,629","583,289","737,108","933,753","4,610,018","367,329","1,537,059","0","1,451,397","145,575","12,154,157","1,532,479","0","13,686,636",
"2015","16","CEDAR","3,641,786","1,246,039","1,295,214","1,312,207","5,733,695","507,651","1,664,045","5,646","0","765,364","16,171,647","2,112,610","0","18,284,257",
"2012","10","BUCHANAN","2,952,400","516,517","3,008,669","1,176,606","4,796,648","642,192","1,342,469","99,876","492,199","729,057","15,756,633","2,030,898","0","17,787,531",
"2016","74","PALO ALTO","1,765,601","331,441","448,041","1,512,890","3,537,733","408,090","1,167,636","0","1,761,967","2,141,066","13,074,465","2,294,543","0","15,369,008",
"2023","8","BOONE","5,053,798","725,194","0","1,738,213","8,208,957","939,478","2,728,389","3,092","635,187","634,937","20,667,245","6,063,517","0","26,730,762",
"2024","55","KOSSUTH","5,726,578","299,384","0","1,271,783","9,831,508","1,069,823","3,387,529","66,468","0","2,145,392","23,798,465","2,946,515","0","26,744,980",
"2019","39","GUTHRIE","2,000,575","1,465,494","434,638","1,642,094","6,122,164","486,539","1,480,228","9,276","765,106","1,992,172","16,398,286","1,874,821","0","18,273,107",
"2023","22","CLAYTON","3,688,969","631,090","0","1,413,302","7,764,718","738,414","3,284,542","0","96,525","2,391,923","20,009,483","2,000,000","0","22,009,483",
"2022","6","BENTON","6,038,174","1,069,114","1,368,607","3,988,924","8,494,856","931,156","2,236,866","123,284","0","228,152","24,479,133","4,106,750","0","28,585,883",
"2020","88","UNION","1,877,185","402,538","495,156","556,700","4,063,235","491,561","1,156,479","0","1,819,072","5,748,220","16,610,146","1,008,826","0","17,618,972",
"2014","83","SHELBY","1,800,160","596,241","1,433,903","400,896","4,876,867","435,495","1,112,473","34,409","0","525,196","11,215,640","2,583,289","0","13,798,929",
"2022","25","DALLAS","14,704,326","1,819,587","3,634,946","2,939,509","9,863,078","2,391,908","2,123,377","11,790","2,314,815","3,293,352","43,096,688","11,422,740","0","54,519,428",
"2017","71","OBRIEN","3,012,740","446,135","606,603","1,167,286","4,522,219","543,876","1,479,574","239,872","284,710","1,253,706","13,556,721","2,060,380","0","15,617,101",
"2012","75","PLYMOUTH","3,056,878","337,738","2,028,870","808,737","6,315,234","710,310","4,011,469","0","1,477,488","923,441","19,670,165","3,246,638","0","22,916,803",
"2013","87","TAYLOR","967,938","989,827","220,850","339,145","3,286,506","309,510","592,361","0","839,551","2,183,202","9,728,890","750,049","0","10,478,939",
"2019","9","BREMER","4,405,629","1,539,669","789,763","1,413,562","5,520,521","768,097","1,738,022","12,893","322,667","694,316","17,205,139","3,392,678","0","20,597,817",
"2018","41","HANCOCK","1,921,470","308,600","447,041","596,395","5,458,982","490,069","1,198,172","1,445,680","0","1,554,424","13,420,833","2,358,000","0","15,778,833",
"2016","91","WARREN","4,924,276","2,987,057","1,000,500","1,342,477","6,975,431","988,653","2,745,891","0","93,606","1,827,895","22,885,786","2,780,153","0","25,665,939",
"2013","50","JASPER","4,921,972","1,870,475","1,525,325","1,835,656","6,082,228","919,728","2,918,078","6,882","1,915,330","1,283,033","23,278,707","5,065,734","0","28,344,441",
"2023","23","CLINTON","10,835,909","2,099,536","0","2,560,698","7,526,509","1,380,986","4,939,089","588,949","2,529,150","3,511,483","35,972,309","2,144,700","0","38,117,009",
"2015","55","KOSSUTH","2,838,463","267,189","1,121,289","1,065,922","6,971,057","738,681","1,769,588","82,625","0","1,732,337","16,587,151","2,795,588","0","19,382,739",
"2024","59","LUCAS","1,487,691","569,114","0","1,125,640","4,222,468","379,230","1,436,861","0","0","80,472","9,301,476","845,511","0","10,146,987",
"2024","57","LINN","38,026,163","32,536,680","0","9,644,279","17,413,058","5,948,948","25,045,318","0","6,211,630","16,918,769","151,744,845","26,965,021","0","178,709,866",
"2015","42","HARDIN","3,426,445","261,383","2,094,698","860,945","5,261,515","495,278","1,689,224","856,924","2,487,169","660,236","18,093,817","2,120,901","0","20,214,718",
"2010","83","SHELBY","1,766,379","465,403","2,323,312","415,134","4,234,051","400,780","1,004,058","192","391,875","1,514,919","12,516,103","2,603,625","0","15,119,728",
"2020","56","LEE","7,094,412","4,258,974","1,258,595","1,605,654","5,401,679","1,322,113","2,349,719","27,010","871,645","449,829","24,639,630","2,331,565","0","26,971,195",
"2017","24","CRAWFORD","2,363,361","2,633,008","640,589","1,087,095","7,962,686","674,034","1,367,417","0","153,242","498,586","17,380,018","2,885,872","0","20,265,890",
"2012","17","CERRO GORDO","7,494,709","4,631,205","3,793,476","1,233,446","5,053,393","1,052,040","2,485,282","0","10,414,331","1,769,643","37,927,525","5,441,067","0","43,368,592",
"2021","73","PAGE","2,804,955","587,680","380,148","520,236","5,179,355","632,429","1,384,237","2,450","431,439","4,400,244","16,323,173","1,512,959","0","17,836,132",
"2018","9","BREMER","4,036,294","1,576,855","905,695","1,524,344","5,221,181","786,146","1,696,954","150,706","322,310","445,030","16,665,515","3,295,450","0","19,960,965",
"2012","90","WAPELLO","3,691,871","1,533,429","5,570,679","850,843","4,075,237","627,209","2,785,544","132,621","303,425","4,850,259","24,421,117","1,608,996","0","26,030,113",
"2021","28","DELAWARE","3,455,936","403,210","1,258,059","1,131,427","6,910,571","707,880","1,776,799","7,938","1,591,427","4,461,611","21,704,858","3,740,681","0","25,445,539",
"2021","45","HOWARD","2,119,999","407,404","362,598","2,131,101","5,044,942","407,650","1,079,522","0","1,082,296","1,020,418","13,655,930","2,361,898","0","16,017,828",
"2011","53","JONES","2,156,392","746,654","2,197,543","939,288","5,491,718","539,799","1,358,826","84,035","167,265","108,367","13,789,887","1,932,347","0","15,722,234",
"2013","4","APPANOOSE","1,957,565","673,572","1,876,814","525,816","3,252,266","442,160","961,172","0","195,537","388,903","10,273,805","702,475","0","10,976,280",
"2023","62","MAHASKA","4,239,311","764,640","0","1,067,172","8,338,799","713,967","2,438,959","0","1,452,478","5,458,881","24,474,207","2,671,637","0","27,145,844",
"2020","10","BUCHANAN","4,028,905","601,982","1,082,769","1,125,934","6,440,538","840,890","1,768,067","49,252","533,953","1,580,508","18,052,798","2,376,063","0","20,428,861",
"2016","27","DECATUR","1,505,901","779,570","379,190","421,042","3,463,862","285,177","925,887","0","319,364","130,211","8,210,204","469,571","0","8,679,775",
"2017","60","LYON","3,130,512","594,942","248,113","917,851","5,482,361","507,543","1,198,827","231,442","298,420","3,377,714","15,987,725","3,261,618","0","19,249,343",
"2014","52","JOHNSON","20,445,480","8,498,656","8,368,750","3,581,434","8,615,818","2,005,740","7,554,452","37,907","11,599,144","9,757,506","80,464,887","19,542,052","0","100,006,939",
"2013","19","CHICKASAW","1,521,578","1,387,606","885,963","534,788","4,615,138","387,894","1,370,160","2,013","0","659,864","11,365,004","2,234,500","0","13,599,504",
"2022","93","WAYNE","2,069,625","1,367,739","176,353","401,511","3,752,326","300,762","1,151,231","0","253,100","403,742","9,876,389","831,315","0","10,707,704",
"2014","37","GREENE","1,495,399","400,793","352,588","776,203","4,267,843","337,954","1,455,077","60,000","0","68,259","9,214,116","1,235,000","0","10,449,116",
"2018","42","HARDIN","4,509,539","327,902","429,760","1,029,783","5,808,884","560,810","1,865,874","189,288","2,391,117","367,612","17,480,569","1,886,363","0","19,366,932",
"2014","15","CASS","2,355,975","502,620","1,089,646","429,283","4,951,507","519,656","1,299,672","2,392,907","77,435","466,710","14,085,411","2,074,805","0","16,160,216",
"2010","37","GREENE","1,339,070","323,570","1,089,924","823,079","4,214,442","316,471","1,262,421","0","0","50,000","9,418,977","1,297,900","0","10,716,877",
"2019","77","POLK","78,988,148","39,210,208","24,943,584","16,994,095","12,077,943","7,969,476","41,875,590","0","19,228,437","43,106,509","284,393,990","22,664,549","0","307,058,539",
"2019","60","LYON","3,521,410","612,896","117,977","898,473","8,334,654","451,757","1,227,717","91,249","597,400","1,960,961","17,814,494","3,458,654","0","21,273,148",
"2021","9","BREMER","4,920,504","1,141,606","1,105,802","1,593,922","5,785,515","870,235","1,882,776","66,270","669,200","923,832","18,959,662","3,303,846","0","22,263,508",
"2011","70","MUSCATINE","7,733,472","1,187,294","4,930,805","1,400,191","3,917,895","818,154","2,533,819","7,722","4,175,607","8,277,618","34,982,577","1,165,069","0","36,147,646",
"2018","44","HENRY","3,702,508","1,025,719","778,733","1,056,873","4,575,626","694,096","1,476,806","56,928","229,701","1,362,413","14,959,403","2,164,229","0","17,123,632",
"2012","65","MILLS","3,002,337","1,515,264","1,580,794","763,988","4,549,103","449,914","1,207,496","0","103,690","4,994","13,177,580","1,735,608","0","14,913,188",
"2011","48","IOWA","2,658,022","923,941","1,382,704","2,408,266","5,864,821","498,420","1,354,981","188,937","716,198","552,030","16,548,320","1,346,725","0","17,895,045",
"2022","42","HARDIN","4,564,908","435,947","525,919","1,852,056","6,468,365","673,219","2,733,895","122,416","1,665,989","819,319","19,862,033","2,089,465","0","21,951,498",
"2010","31","DUBUQUE","12,102,153","12,693,672","7,953,177","3,557,001","6,630,874","1,327,432","4,126,871","1,335,892","500,450","5,238,790","55,466,312","7,082,597","0","62,548,909",
"2024","10","BUCHANAN","4,867,185","1,346,977","0","2,181,839","8,191,115","823,854","2,365,242","49,001","914,388","1,782,564","22,522,165","2,385,000","0","24,907,165",
"2010","52","JOHNSON","26,216,985","8,218,866","10,953,617","3,224,959","7,024,958","1,904,883","6,322,705","978","6,382,036","7,235,100","77,485,087","21,330,764","0","98,815,851",
"2018","27","DECATUR","1,552,770","645,502","340,786","527,325","3,181,035","320,789","768,953","0","326,595","54,079","7,717,834","741,328","0","8,459,162",
"2023","94","WEBSTER","8,477,686","5,069,007","0","2,770,081","9,002,256","1,092,984","6,142,552","1,876","2,912,672","6,301,533","41,770,647","6,646,446","0","48,417,093",
"2014","10","BUCHANAN","3,302,197","543,092","1,026,180","1,085,633","5,427,224","620,429","1,347,764","55,630","649,350","780,474","14,837,973","2,464,307","0","17,302,280",
"2018","63","MARION","4,580,319","3,320,966","1,290,249","1,602,884","7,143,050","811,227","3,382,716","0","527,841","1,420,396","24,079,648","2,397,421","0","26,477,069",
"2011","92","WASHINGTON","3,778,222","2,392,142","1,483,847","870,203","4,641,116","594,651","1,583,331","59,755","2,288,019","1,160,768","18,852,054","1,713,632","0","20,565,686",
"2023","17","CERRO GORDO","10,207,873","6,243,153","0","1,881,779","7,975,155","1,610,496","3,976,126","0","948,620","4,605,840","37,449,042","7,923,386","0","45,372,428",
"2011","85","STORY","9,224,747","2,396,799","10,755,018","2,601,153","5,135,228","1,107,299","4,328,943","0","1,922,532","4,897,645","42,369,364","2,075,000","0","44,444,364",
"2010","20","CLARKE","1,731,146","1,023,539","1,023,704","253,306","2,470,316","358,766","812,181","0","306,725","62,606","8,042,289","737,500","0","8,779,789",
"2021","60","LYON","3,471,539","580,553","354,933","900,612","6,484,258","452,737","1,158,759","120,665","631,300","4,109,363","18,264,719","4,739,037","0","23,003,756",
"2014","27","DECATUR","1,594,730","1,245,054","561,543","398,249","3,417,823","280,888","809,794","77,894","6,125","94,150","8,486,250","648,331","0","9,134,581",
"2022","61","MADISON","3,837,509","797,654","411,632","2,732,881","5,999,565","707,356","2,243,139","0","774,637","4,255,907","21,760,280","2,538,136","0","24,298,416",
"2017","98","WORTH","2,202,354","891,476","266,388","869,628","3,537,316","359,787","1,322,171","0","2,205,619","916,606","12,571,345","2,120,874","0","14,692,219",
"2018","76","POCAHONTAS","2,003,994","1,434,323","360,605","977,413","4,525,461","356,673","1,369,400","10,801","0","1,970,022","13,008,692","1,525,000","0","14,533,692",
"2012","76","POCAHONTAS","1,618,186","1,275,012","951,283","915,539","3,632,651","311,333","1,253,625","8,672","0","191,858","10,158,159","1,190,000","0","11,348,159",
"2018","74","PALO ALTO","2,067,658","356,980","193,000","1,519,636","4,271,033","483,003","1,258,637","0","1,893,995","453,005","12,496,947","2,616,716","0","15,113,663",
"2024","95","WINNEBAGO","3,750,746","2,539,435","0","1,458,177","5,182,252","814,324","1,723,672","9,435","2,523,404","614,132","18,615,577","2,489,754","0","21,105,331",
"2013","77","POLK","64,545,411","33,224,684","35,694,260","11,431,565","9,384,772","7,087,046","30,034,029","0","12,956,451","12,408,664","216,766,882","10,639,985","0","227,406,867",
"2016","10","BUCHANAN","3,404,055","525,320","1,085,704","1,145,583","5,756,820","654,617","1,385,989","82,434","562,055","1,623,555","16,226,132","2,497,679","0","18,723,811",
"2017","43","HARRISON","2,564,659","1,613,847","399,452","1,105,518","6,609,057","564,587","1,360,021","0","121,156","670,620","15,008,917","2,066,000","0","17,074,917",
"2015","70","MUSCATINE","8,909,683","1,042,393","3,029,545","1,155,979","5,957,274","742,308","2,751,078","0","1,808,964","1,621,266","27,018,490","2,255,650","0","29,274,140",
"2013","9","BREMER","3,374,887","664,348","1,535,301","1,118,081","4,219,493","669,273","1,387,576","39,312","319,243","611,799","13,939,313","2,781,875","0","16,721,188",
"2024","51","JEFFERSON","6,645,594","736,091","0","727,979","4,488,814","702,186","1,825,137","0","853,606","524,647","16,504,054","1,234,241","0","17,738,295",
"2012","13","CALHOUN","1,811,941","1,981,975","1,390,850","613,793","4,052,521","501,328","912,619","2,090","0","424,024","11,691,141","1,625,944","0","13,317,085",
"2013","30","DICKINSON","2,290,837","522,861","920,760","1,647,488","3,423,978","677,947","1,818,040","340,977","1,714,883","17,296,135","30,653,906","3,565,865","0","34,219,771",
"2011","9","BREMER","3,048,120","380,123","2,082,989","1,214,391","4,059,078","583,579","1,401,850","30,311","466,135","1,616,006","14,882,582","3,691,576","82,072","18,656,230",
"2012","42","HARDIN","3,421,626","201,495","1,946,691","803,644","4,772,423","456,723","1,703,024","150,656","934,821","2,214,872","16,605,975","3,157,943","0","19,763,918",
"2012","45","HOWARD","1,318,332","435,858","1,383,603","1,031,112","3,465,471","325,889","944,071","22,341","250,080","559,101","9,735,858","1,115,444","0","10,851,302",
"2010","5","AUDUBON","1,035,779","583,452","680,767","671,793","2,477,185","304,444","736,099","0","119,275","352,381","6,961,175","712,928","0","7,674,103",
"2012","97","WOODBURY","12,728,102","5,220,415","12,548,277","2,084,591","7,166,696","1,920,042","6,130,537","97,792","832,005","2,749,710","51,478,167","6,311,436","0","57,789,603",
"2011","28","DELAWARE","1,972,242","429,729","2,759,814","992,493","5,345,530","547,993","1,219,121","28,528","72,277","1,149,558","14,517,285","1,813,253","0","16,330,538",
"2019","28","DELAWARE","2,949,882","391,726","1,034,829","996,223","6,741,658","705,827","1,859,570","39,483","357,501","2,063,239","17,139,938","2,711,879","0","19,851,817",
"2018","10","BUCHANAN","3,629,690","526,211","825,390","1,119,865","5,486,866","704,978","1,567,471","59,228","536,772","492,313","14,948,784","2,761,961","0","17,710,745",
"2011","38","GRUNDY","1,596,934","511,809","1,017,257","831,479","4,153,821","338,980","1,420,556","0","1,283,617","614,381","11,768,834","1,295,037","0","13,063,871",
"2023","77","POLK","101,518,949","42,497,990","22,784,969","36,693,789","14,864,475","9,638,268","120,707,995","0","29,169,894","31,474,580","409,350,909","83,282,747","0","492,633,656",
"2023","28","DELAWARE","3,972,872","821,785","0","1,253,008","7,313,947","824,780","2,468,539","53,296","645,500","3,941,815","21,295,542","3,135,933","0","24,431,475",
"2013","45","HOWARD","1,341,529","602,258","728,817","1,435,876","3,720,201","360,405","1,235,834","852","612,611","2,459,589","12,497,972","1,174,834","0","13,672,806",
"2015","12","BUTLER","2,091,786","1,368,720","23,233,722","726,055","5,103,856","647,862","1,582,436","0","544,341","787,275","36,086,053","2,165,091","0","38,251,144",
"2012","71","OBRIEN","2,759,784","426,379","1,809,783","855,553","3,879,472","517,617","980,344","5,944","736,811","497,054","12,468,741","1,490,340","0","13,959,081",
"2013","62","MAHASKA","2,943,280","657,195","2,256,253","708,937","5,542,507","568,948","1,061,628","853,338","8,490","745,914","15,346,490","1,863,699","0","17,210,189",
"2010","80","RINGGOLD","915,296","839,835","684,610","221,538","2,381,744","261,627","632,237","12,463","42,681","1,187,523","7,179,554","170,000","0","7,349,554",
"2018","16","CEDAR","3,945,253","1,261,307","607,881","1,881,083","6,311,814","516,753","1,697,190","6,742","0","1,418,920","17,646,943","2,389,249","0","20,036,192",
"2011","97","WOODBURY","13,270,418","5,556,231","11,469,912","2,233,831","6,873,084","2,009,793","6,119,398","51,762","904,293","3,069,981","51,558,703","7,028,026","0","58,586,729",
"2014","42","HARDIN","3,586,321","246,727","711,605","890,922","5,072,485","486,342","1,720,649","826,428","1,621,762","719,714","15,882,955","2,248,295","0","18,131,250",
"2023","49","JACKSON","3,288,658","541,022","0","1,751,638","7,715,284","689,440","2,854,341","0","369,375","4,276,679","21,486,437","1,331,971","0","22,818,408",
